TIMESTAMP,MMSI,LON,LAT,HEADING,COURSE,SPEED,NAVIGATIONAL_STATUS,TYPE,STATION,CLASS
1426301065000,555532553,24.282867,37.505817,274,23.5,0,0,30,-1,A
1426301185000,555532553,24.266867,37.508266,284,23.4,0,0,30,-1,A
1426301307000,555532553,24.251017,37.511967,288,22.9,0,0,30,-1,A
1426301427000,555532553,24.23605,37.516365,292,22.4,0,0,30,-1,A
1426301551000,555532553,24.221733,37.52185,296,22.1,0,0,30,-1,A
1426301685000,555532553,24.2082,37.527565,296,22.1,0,0,30,-1,A
1426301815000,555532553,24.191534,37.534534,295,22.1,0,0,30,-1,A
1426301935000,555532553,24.17775,37.540085,295,22.2,0,0,30,-1,A
1426302056000,555532553,24.163883,37.5456,295,22.0,0,0,30,-1,A
1426302185000,555532553,24.15005,37.551,295,22.0,0,0,30,-1,A
1426302316000,555532553,24.134117,37.55723,295,22.1,0,0,30,-1,A
1426302445000,555532553,24.1195,37.562965,295,22.2,0,0,30,-1,A
1426302599000,555532553,24.109684,37.5668,295,22.3,0,0,30,-1,A
1426302722000,555532553,24.0864,37.57605,295,22.5,0,0,30,-1,A
1426302847000,555532553,24.0719,37.581882,295,22.4,0,0,30,-1,A
1426303039000,555532553,24.049366,37.59107,295,22.5,0,0,30,-1,A
1426303172000,555532553,24.033983,37.597435,295,22.6,0,0,30,-1,A
1426303334000,555532553,24.014866,37.605267,294,22.7,0,0,30,-1,A
1426303465000,555532553,23.999367,37.611534,294,22.6,0,0,30,-1,A
1426303603000,555532553,23.983316,37.618233,295,22.6,0,0,30,-1,A
1426303735000,555532553,23.967817,37.6249,295,22.7,0,0,30,-1,A
1426303873000,555532553,23.951468,37.63165,294,22.7,0,0,30,-1,A
1426304011000,555532553,23.93535,37.638115,294,22.7,0,0,30,-1,A
1426304173000,555532553,23.916416,37.64615,296,22.8,0,0,30,-1,A
1426304299000,555532553,23.9016,37.652683,295,22.8,0,0,30,-1,A
1426304419000,555532553,23.887367,37.658916,296,22.8,0,0,30,-1,A
1426304575000,555532553,23.869133,37.66675,295,22.9,0,0,30,-1,A
1426304839000,555532553,23.838284,37.680016,296,22.8,0,0,30,-1,A
1426304965000,555532553,23.823416,37.686466,296,22.9,0,0,30,-1,A
1426305181000,555532553,23.798084,37.697334,296,22.9,0,0,30,-1,A
1426305329000,555532553,23.780434,37.704765,296,22.9,0,0,30,-1,A
1426305497000,555532553,23.760334,37.713215,296,23.0,0,0,30,-1,A
1426305617000,555532553,23.7465,37.7194,305,23.0,0,0,30,-1,A
1426305741000,555532553,23.7352,37.7291,321,22.9,0,0,30,-1,A
1426305863000,555532553,23.726833,37.740265,328,22.7,0,0,30,-1,A
1426305987000,555532553,23.719067,37.751816,331,22.7,0,0,30,-1,A
1426306119000,555532553,23.71115,37.76425,331,22.8,0,0,30,-1,A
1426306305000,555532553,23.700184,37.781918,331,22.9,0,0,30,-1,A
1426306427000,555532553,23.693117,37.7935,330,22.9,0,0,30,-1,A
1426306563000,555532553,23.6849,37.806583,330,22.8,0,0,30,-1,A
1426306689000,555532553,23.677416,37.81848,330,22.8,0,0,30,-1,A
1426306815000,555532553,23.669767,37.830467,330,22.8,0,0,30,-1,A
1426306942000,555532553,23.662216,37.842117,330,22.8,0,0,30,-1,A
1426307097000,555532553,23.652866,37.856934,329,22.9,0,0,30,-1,A
1426307223000,555532553,23.645384,37.869,330,22.9,0,0,30,-1,A
1426307343000,555532553,23.638268,37.880585,330,23.0,0,0,30,-1,A
1426307465000,555532553,23.631184,37.892166,329,22.9,0,0,30,-1,A
1426307593000,555532553,23.623783,37.904068,329,21.5,0,0,30,-1,A
1426307719000,555532553,23.6185,37.9145,333,18.6,0,0,30,-1,A
1426307851000,555532553,23.61365,37.9252,339,18.3,0,0,30,-1,A
1426308035000,555532553,23.619017,37.937416,73,15.2,0,0,30,-1,A
1426308163000,555532553,23.627684,37.939934,66,11.7,0,0,30,-1,A
1426308289000,555532553,23.634983,37.94255,30,10.6,0,0,30,-1,A
1426308423000,555532553,23.639833,37.948017,68,8.9,0,0,30,-1,A
1426308548000,555532553,23.641016,37.94745,182,0.7,0,0,30,-1,A
1426308734000,555532553,23.641283,37.947918,185,0.0,0,0,30,-1,A
1426310044000,555532553,23.6413,37.94795,185,0.0,0,0,30,-1,A
1426311283000,555532553,23.641317,37.947933,184,0.0,0,0,30,-1,A
1426312726000,555532553,23.6413,37.9479,184,0.0,0,0,30,-1,A
1426314166000,555532553,23.641384,37.9479,184,0.0,0,0,30,-1,A
1426315608000,555532553,23.641367,37.947933,184,0.0,0,0,30,-1,A
1426317047000,555532553,23.641367,37.9479,184,0.0,0,0,30,-1,A
1426318485000,555532553,23.641317,37.947884,184,0.0,0,0,30,-1,A
1426319925000,555532553,23.641367,37.9479,184,0.0,0,0,30,-1,A
1426321366000,555532553,23.64135,37.947933,184,0.0,0,0,30,-1,A
1426322806000,555532553,23.641333,37.947983,184,0.0,0,0,30,-1,A
1426324249000,555532553,23.641367,37.947884,184,0.0,0,0,30,-1,A
1426325685000,555532553,23.641367,37.9479,184,0.0,0,0,30,-1,A
1426327127000,555532553,23.641367,37.947933,184,0.0,0,0,30,-1,A
1426328566000,555532553,23.6414,37.94795,184,0.0,0,0,30,-1,A
1426330007000,555532553,23.641333,37.947968,184,0.0,0,0,30,-1,A
1426331448000,555532553,23.64135,37.94795,184,0.0,0,0,30,-1,A
1426332886000,555532553,23.641367,37.9479,184,0.0,0,0,30,-1,A
1426334325000,555532553,23.641367,37.94787,184,0.0,0,0,30,-1,A
1426335767000,555532553,23.641333,37.947834,184,0.0,0,0,30,-1,A
1426337207000,555532553,23.641283,37.947933,184,0.0,0,0,30,-1,A
1426338648000,555532553,23.6414,37.9479,185,0.0,0,0,30,-1,A
1426340089000,555532553,23.6413,37.947918,185,0.0,0,0,30,-1,A
1426341527000,555532553,23.6413,37.94795,185,0.0,0,0,30,-1,A
1426342967000,555532553,23.64135,37.947933,185,0.0,0,0,30,-1,A
1426344408000,555532553,23.6414,37.94787,185,0.0,0,0,30,-1,A
1426345847000,555532553,23.641283,37.947884,184,0.0,0,0,30,-1,A
1426347286000,555532553,23.64135,37.947918,184,0.0,0,0,30,-1,A
1426348726000,555532553,23.641333,37.9479,184,0.0,0,0,30,-1,A
1426350165000,555532553,23.64135,37.947918,184,0.1,0,0,30,-1,A
1426350336000,555532553,23.640333,37.947735,223,2.0,0,0,30,-1,A
1426350473000,555532553,23.636333,37.943283,213,11.1,0,0,30,-1,A
1426350603000,555532553,23.62865,37.94,254,11.8,0,0,30,-1,A
1426350734000,555532553,23.61955,37.937065,246,14.4,0,0,30,-1,A
1426350884000,555532553,23.6119,37.92775,178,19.5,0,0,30,-1,A
1426351004000,555532553,23.6123,37.9157,178,22.2,0,0,30,-1,A
1426351194000,555532553,23.6131,37.896034,179,22.5,0,0,30,-1,A
1426351324000,555532553,23.613766,37.882465,178,22.3,0,0,30,-1,A
1426351454000,555532553,23.614416,37.868916,178,22.3,0,0,30,-1,A
1426351594000,555532553,23.61585,37.8547,176,22.2,0,0,30,-1,A
1426351724000,555532553,23.618183,37.84145,170,22.2,0,0,30,-1,A
1426351848000,555532553,23.623034,37.82918,160,22.3,0,0,30,-1,A
1426351975000,555532553,23.629467,37.817184,157,22.3,0,0,30,-1,A
1426352101000,555532553,23.635967,37.80512,157,22.5,0,0,30,-1,A
1426352234000,555532553,23.644,37.793034,148,22.4,0,0,30,-1,A
1426352358000,555532553,23.652834,37.782,151,22.4,0,0,30,-1,A
1426352491000,555532553,23.6604,37.769432,158,22.5,0,0,30,-1,A
1426352616000,555532553,23.666384,37.7574,159,22.5,0,0,30,-1,A
1426352736000,555532553,23.672117,37.745735,159,22.5,0,0,30,-1,A
1426352868000,555532553,23.67845,37.7328,156,22.4,0,0,30,-1,A
1426352994000,555532553,23.684984,37.720966,156,22.3,0,0,30,-1,A
1426353121000,555532553,23.691584,37.708866,155,22.3,0,0,30,-1,A
1426353246000,555532553,23.69865,37.69695,154,22.3,0,0,30,-1,A
1426353373000,555532553,23.705534,37.685135,154,22.3,0,0,30,-1,A
1426353528000,555532553,23.71435,37.67055,147,22.3,0,0,30,-1,A
1426353666000,555532553,23.726933,37.66095,119,21.9,0,0,30,-1,A
1426353798000,555532553,23.742434,37.655334,110,22.0,0,0,30,-1,A
1426353924000,555532553,23.757483,37.65053,110,22.1,0,0,30,-1,A
1426354050000,555532553,23.77245,37.645782,110,22.1,0,0,30,-1,A
1426354182000,555532553,23.788433,37.640766,110,22.2,0,0,30,-1,A
1426354314000,555532553,23.8044,37.63575,109,22.1,0,0,30,-1,A
1426354441000,555532553,23.8194,37.631,110,22.0,0,0,30,-1,A
1426354578000,555532553,23.836067,37.62583,110,21.9,0,0,30,-1,A
1426354710000,555532553,23.851717,37.621082,110,21.9,0,0,30,-1,A
1426354848000,555532553,23.868416,37.6161,110,22.3,0,0,30,-1,A
1426354986000,555532553,23.885283,37.611065,110,22.3,0,0,30,-1,A
1426355107000,555532553,23.899883,37.60665,110,22.6,0,0,30,-1,A
1426355238000,555532553,23.9159,37.601784,110,22.4,0,0,30,-1,A
1426355365000,555532553,23.931633,37.59712,109,22.4,0,0,30,-1,A
1426355496000,555532553,23.947683,37.592335,110,22.6,0,0,30,-1,A
1426355623000,555532553,23.963766,37.588215,107,22.4,0,0,30,-1,A
1426355748000,555532553,23.9793,37.5842,107,22.5,0,0,30,-1,A
1426355874000,555532553,23.995117,37.5801,107,22.4,0,0,30,-1,A
1426356042000,555532553,24.01585,37.57475,107,22.5,0,0,30,-1,A
1426356180000,555532553,24.03325,37.570183,107,22.6,0,0,30,-1,A
1426356306000,555532553,24.04895,37.565918,106,22.6,0,0,30,-1,A
1426356440000,555532553,24.065416,37.561333,107,22.7,0,0,30,-1,A
1426356571000,555532553,24.0818,37.5567,107,22.5,0,0,30,-1,A
