TIMESTAMP,MMSI,LON,LAT,HEADING,COURSE,SPEED,NAVIGATIONAL_STATUS,TYPE,STATION,CLASS
1426027785000,555532554,25.324434,37.463234,207,0.1,0,0,30,-1,A
1426028709000,555532554,25.322767,37.46235,279,2.3,0,0,30,-1,A
1426028851000,555532554,25.313133,37.4639,289,15.6,0,0,30,-1,A
1426028982000,555532554,25.299217,37.46747,289,20.3,0,0,30,-1,A
1426029242000,555532554,25.26795,37.47525,289,22.1,0,0,30,-1,A
1426029372000,555532554,25.251883,37.479168,290,22.1,0,0,30,-1,A
1426029502000,555532554,25.236233,37.483166,289,22.2,0,0,30,-1,A
1426029630000,555532554,25.22015,37.4874,288,22.1,0,0,30,-1,A
1426029825000,555532554,25.196484,37.49395,295,22.0,0,0,30,-1,A
1426029981000,555532554,25.181034,37.50247,307,21.0,0,0,30,-1,A
1426030146000,555532554,25.166117,37.51385,318,20.9,0,0,30,-1,A
1426030272000,555532554,25.156616,37.523434,326,20.6,0,0,30,-1,A
1426030440000,555532554,25.153967,37.535618,6,11.5,0,0,30,-1,A
1426030594000,555532554,25.157883,37.521915,324,20.5,0,0,30,-1,A
1426030880000,555532554,25.155684,37.536682,202,4.4,0,0,30,-1,A
1426031268000,555532554,25.1564,37.53775,190,0.1,0,0,30,-1,A
1426031708000,555532554,25.154934,37.536415,239,7.2,0,0,30,-1,A
1426031869000,555532554,25.14305,37.529835,239,19.2,0,0,30,-1,A
1426031998000,555532554,25.1295,37.522617,239,21.3,0,0,30,-1,A
1426032120000,555532554,25.116766,37.5156,239,22.2,0,0,30,-1,A
1426032377000,555532554,25.088867,37.500217,238,22.6,0,0,30,-1,A
1426032504000,555532554,25.074966,37.49275,239,22.7,0,0,30,-1,A
1426032706000,555532554,25.05275,37.480915,239,22.6,0,0,30,-1,A
1426032923000,555532554,25.028734,37.46845,239,22.9,0,0,30,-1,A
1426033181000,555532554,24.9993,37.45415,241,22.6,0,0,30,-1,A
1426033319000,555532554,24.9836,37.44725,240,22.6,0,0,30,-1,A
1426033523000,555532554,24.96015,37.437317,249,22.3,0,0,30,-1,A
1426033650000,555532554,24.945616,37.4357,289,16.6,0,0,30,-1,A
1426033772000,555532554,24.94235,37.440468,55,6.5,0,0,30,-1,A
1426033963000,555532554,24.942017,37.440117,127,0.1,0,0,30,-1,A
1426035283000,555532554,24.94195,37.4401,130,0.0,0,0,30,-1,A
1426035473000,555532554,24.942217,37.440266,96,0.8,0,0,30,-1,A
1426035613000,555532554,24.945967,37.436718,142,12.5,0,0,30,-1,A
1426035738000,555532554,24.95625,37.436783,34,16.8,0,0,30,-1,A
1426035900000,555532554,24.959433,37.4515,358,21.4,0,0,30,-1,A
1426036218000,555532554,24.956316,37.483418,336,21.9,0,0,30,-1,A
1426036344000,555532554,24.9488,37.494766,320,21.9,0,0,30,-1,A
1426036470000,555532554,24.938484,37.504635,312,21.8,0,0,30,-1,A
1426036596000,555532554,24.9239,37.51015,289,22.3,0,0,30,-1,A
1426036722000,555532554,24.908417,37.514767,289,22.6,0,0,30,-1,A
1426036854000,555532554,24.892183,37.51948,283,22.3,0,0,30,-1,A
1426037046000,555532554,24.866934,37.52065,271,22.6,0,0,30,-1,A
1426037167000,555532554,24.851433,37.52105,271,22.4,0,0,30,-1,A
1426037353000,555532554,24.827333,37.521515,271,22.1,0,0,30,-1,A
1426037484000,555532554,24.81015,37.52183,271,21.9,0,0,30,-1,A
1426037616000,555532554,24.79345,37.521935,271,22.1,0,0,30,-1,A
1426037742000,555532554,24.777,37.52195,271,22.2,0,0,30,-1,A
1426037868000,555532554,24.760683,37.52205,274,22.1,0,0,30,-1,A
1426037994000,555532554,24.744667,37.5228,274,22.0,0,0,30,-1,A
1426038121000,555532554,24.7285,37.523533,273,22.0,0,0,30,-1,A
1426038252000,555532554,24.71135,37.52437,274,22.0,0,0,30,-1,A
1426038384000,555532554,24.695383,37.525135,273,22.2,0,0,30,-1,A
1426038511000,555532554,24.678017,37.52605,274,22.2,0,0,30,-1,A
1426038642000,555532554,24.6612,37.52693,274,22.2,0,0,30,-1,A
1426038894000,555532554,24.6286,37.52875,273,22.2,0,0,30,-1,A
1426039026000,555532554,24.6114,37.529816,274,22.3,0,0,30,-1,A
1426039146000,555532554,24.595716,37.5307,274,22.5,0,0,30,-1,A
1426039280000,555532554,24.5784,37.531765,274,22.5,0,0,30,-1,A
1426039531000,555532554,24.545116,37.534,274,22.7,0,0,30,-1,A
1426039656000,555532554,24.52845,37.535168,274,22.8,0,0,30,-1,A
1426039789000,555532554,24.511217,37.53645,274,22.8,0,0,30,-1,A
1426039987000,555532554,24.484966,37.53855,274,22.8,0,0,30,-1,A
1426040124000,555532554,24.46665,37.53998,274,22.9,0,0,30,-1,A
1426040317000,555532554,24.441233,37.539417,253,22.8,0,0,30,-1,A
1426040442000,555532554,24.424967,37.5359,254,22.9,0,0,30,-1,A
1426040686000,555532554,24.393316,37.52925,258,23.2,0,0,30,-1,A
1426040809000,555532554,24.3773,37.526733,258,23.2,0,0,30,-1,A
1426040992000,555532554,24.352716,37.522835,258,23.3,0,0,30,-1,A
1426041118000,555532554,24.335766,37.520134,257,23.3,0,0,30,-1,A
1426041240000,555532554,24.319633,37.517532,257,23.3,0,0,30,-1,A
1426041364000,555532554,24.302866,37.515,259,23.4,0,0,30,-1,A
1426041490000,555532554,24.2858,37.514484,274,23.5,0,0,30,-1,A
1426041610000,555532554,24.269966,37.5175,290,23.1,0,0,30,-1,A
1426041732000,555532554,24.255184,37.52285,294,22.9,0,0,30,-1,A
1426041854000,555532554,24.240683,37.528435,294,22.3,0,0,30,-1,A
1426041982000,555532554,24.2256,37.53415,294,22.4,0,0,30,-1,A
1426042121000,555532554,24.209234,37.54035,294,22.5,0,0,30,-1,A
1426042508000,555532554,24.16395,37.55845,292,22.2,0,0,30,-1,A
1426042703000,555532554,24.140734,37.5664,292,22.0,0,0,30,-1,A
1426042956000,555532554,24.111032,37.5764,294,21.9,0,0,30,-1,A
1426043081000,555532554,24.096134,37.581383,294,22.0,0,0,30,-1,A
1426043339000,555532554,24.065533,37.59223,294,22.4,0,0,30,-1,A
1426043471000,555532554,24.049932,37.598118,294,22.4,0,0,30,-1,A
1426043597000,555532554,24.03515,37.603783,293,22.4,0,0,30,-1,A
1426043735000,555532554,24.018717,37.6098,292,22.5,0,0,30,-1,A
1426043856000,555532554,24.00425,37.614765,292,22.6,0,0,30,-1,A
1426044018000,555532554,23.984333,37.621483,292,22.7,0,0,30,-1,A
1426044152000,555532554,23.9684,37.62705,292,22.5,0,0,30,-1,A
1426044287000,555532554,23.95205,37.6327,293,22.3,0,0,30,-1,A
1426044418000,555532554,23.936617,37.6385,294,22.1,0,0,30,-1,A
