gridID,lon_centroid,lat_centroid,baseline,current,ratio,diff,score,is_anomaly
5519_1752,5519500.0,1752500.0,0.0277741722395417,0.0277741722395417,1.0,0.0,0.0,False
5519_1752,5519500.0,1752500.0,0.0277741722395417,0.0277741722395417,1.0,0.0,0.0,False
5519_1752,5519500.0,1752500.0,0.0277741722395417,0.0277741722395417,1.0,0.0,0.0,False
5519_1752,5519500.0,1752500.0,0.0277741722395417,0.0277741722395417,1.0,0.0,0.0,False
5519_1752,5519500.0,1752500.0,0.0277741722395417,0.0277741722395417,1.0,0.0,0.0,False
5519_1752,5519500.0,1752500.0,0.0277741722395417,0.0277741722395417,1.0,0.0,0.0,False
5519_1752,5519500.0,1752500.0,0.0277741722395417,0.0277741722395417,1.0,0.0,0.0,False
5519_1752,5519500.0,1752500.0,0.0277741722395417,0.0277741722395417,1.0,0.0,0.0,False
5519_1752,5519500.0,1752500.0,0.0277741722395417,0.0277741722395417,1.0,0.0,0.0,False
5519_1752,5519500.0,1752500.0,0.0277741722395417,0.0277741722395417,1.0,0.0,0.0,False
5519_1752,5519500.0,1752500.0,0.0277741722395417,0.0277741722395417,1.0,0.0,0.0,False
5519_1752,5519500.0,1752500.0,0.0277741722395417,0.0277741722395417,1.0,0.0,0.0,False
5519_1752,5519500.0,1752500.0,0.0277741722395417,0.0277741722395417,1.0,0.0,0.0,False
5519_1752,5519500.0,1752500.0,0.0277741722395417,0.0277741722395417,1.0,0.0,0.0,False
5519_1752,5519500.0,1752500.0,0.0277741722395417,0.0277741722395417,1.0,0.0,0.0,False
5519_1752,5519500.0,1752500.0,0.0277741722395417,0.0277741722395417,1.0,0.0,0.0,False
5519_1752,5519500.0,1752500.0,0.0277741722395417,0.0277741722395417,1.0,0.0,0.0,False
5519_1752,5519500.0,1752500.0,0.0277741722395417,0.0277741722395417,1.0,0.0,0.0,False
5519_1752,5519500.0,1752500.0,0.0277741722395417,0.0277741722395417,1.0,0.0,0.0,False
5519_1752,5519500.0,1752500.0,0.0277741722395417,0.0277741722395417,1.0,0.0,0.0,False
5519_1752,5519500.0,1752500.0,0.0277741722395417,0.0277741722395417,1.0,0.0,0.0,False
5519_1752,5519500.0,1752500.0,0.0277741722395417,0.0277741722395417,1.0,0.0,0.0,False
5519_1752,5519500.0,1752500.0,0.0277741722395417,0.0277741722395417,1.0,0.0,0.0,False
5519_1752,5519500.0,1752500.0,0.0277741722395417,0.0277741722395417,1.0,0.0,0.0,False
5519_1752,5519500.0,1752500.0,0.0277741722395417,0.0277741722395417,1.0,0.0,0.0,False
5519_1752,5519500.0,1752500.0,0.0277741722395417,0.0277741722395417,1.0,0.0,0.0,False
5519_1752,5519500.0,1752500.0,0.0277741722395417,0.0277741722395417,1.0,0.0,0.0,False
5519_1752,5519500.0,1752500.0,0.0277741722395417,0.0277741722395417,1.0,0.0,0.0,False
5519_1752,5519500.0,1752500.0,0.0277741722395417,0.0277741722395417,1.0,0.0,0.0,False
5519_1752,5519500.0,1752500.0,0.0277741722395417,0.0277741722395417,1.0,0.0,0.0,False
5519_1752,5519500.0,1752500.0,0.0277741722395417,0.0277741722395417,1.0,0.0,0.0,False
5519_1752,5519500.0,1752500.0,0.0277741722395417,0.0277741722395417,1.0,0.0,0.0,False
5519_1752,5519500.0,1752500.0,0.0277741722395417,0.0277741722395417,1.0,0.0,0.0,False
5519_1752,5519500.0,1752500.0,0.0277741722395417,0.0277741722395417,1.0,0.0,0.0,False
5519_1752,5519500.0,1752500.0,0.0277741722395417,0.0277741722395417,1.0,0.0,0.0,False
5519_1752,5519500.0,1752500.0,0.0277741722395417,0.0277741722395417,1.0,0.0,0.0,False
5519_1753,5519500.0,1753500.0,0.2645352357455147,0.2645352357455147,1.0,0.0,0.0,False
5519_1753,5519500.0,1753500.0,0.2645352357455147,0.2645352357455147,1.0,0.0,0.0,False
5519_1753,5519500.0,1753500.0,0.2645352357455147,0.2645352357455147,1.0,0.0,0.0,False
5519_1753,5519500.0,1753500.0,0.2645352357455147,0.2645352357455147,1.0,0.0,0.0,False
5519_1753,5519500.0,1753500.0,0.2645352357455147,0.2645352357455147,1.0,0.0,0.0,False
5519_1753,5519500.0,1753500.0,0.2645352357455147,0.2645352357455147,1.0,0.0,0.0,False
5519_1753,5519500.0,1753500.0,0.2645352357455147,0.2645352357455147,1.0,0.0,0.0,False
5519_1753,5519500.0,1753500.0,0.2645352357455147,0.2645352357455147,1.0,0.0,0.0,False
5519_1753,5519500.0,1753500.0,0.2645352357455147,0.2645352357455147,1.0,0.0,0.0,False
5519_1753,5519500.0,1753500.0,0.2645352357455147,0.2645352357455147,1.0,0.0,0.0,False
5519_1753,5519500.0,1753500.0,0.2645352357455147,0.2645352357455147,1.0,0.0,0.0,False
5519_1753,5519500.0,1753500.0,0.2645352357455147,0.2645352357455147,1.0,0.0,0.0,False
5519_1753,5519500.0,1753500.0,0.2645352357455147,0.2645352357455147,1.0,0.0,0.0,False
5519_1753,5519500.0,1753500.0,0.2645352357455147,0.2645352357455147,1.0,0.0,0.0,False
5519_1753,5519500.0,1753500.0,0.2645352357455147,0.2645352357455147,1.0,0.0,0.0,False
5519_1753,5519500.0,1753500.0,0.2645352357455147,0.2645352357455147,1.0,0.0,0.0,False
5519_1754,5519500.0,1754500.0,1.3491078616010674,1.3491078616010674,1.0,0.0,0.0,False
5519_1754,5519500.0,1754500.0,1.3491078616010674,1.3491078616010674,1.0,0.0,0.0,False
5519_1754,5519500.0,1754500.0,1.3491078616010674,1.3491078616010674,1.0,0.0,0.0,False
5519_1754,5519500.0,1754500.0,1.3491078616010674,1.3491078616010674,1.0,0.0,0.0,False
5519_1754,5519500.0,1754500.0,1.3491078616010674,1.3491078616010674,1.0,0.0,0.0,False
5519_1754,5519500.0,1754500.0,1.3491078616010674,1.3491078616010674,1.0,0.0,0.0,False
5519_1754,5519500.0,1754500.0,1.3491078616010674,1.3491078616010674,1.0,0.0,0.0,False
5519_1754,5519500.0,1754500.0,1.3491078616010674,1.3491078616010674,1.0,0.0,0.0,False
5519_1754,5519500.0,1754500.0,1.3491078616010674,1.3491078616010674,1.0,0.0,0.0,False
5519_1754,5519500.0,1754500.0,1.3491078616010674,1.3491078616010674,1.0,0.0,0.0,False
5519_1754,5519500.0,1754500.0,1.3491078616010674,1.3491078616010674,1.0,0.0,0.0,False
5519_1754,5519500.0,1754500.0,1.3491078616010674,1.3491078616010674,1.0,0.0,0.0,False
5519_1754,5519500.0,1754500.0,1.3491078616010674,1.3491078616010674,1.0,0.0,0.0,False
5519_1754,5519500.0,1754500.0,1.3491078616010674,1.3491078616010674,1.0,0.0,0.0,False
5519_1754,5519500.0,1754500.0,1.3491078616010674,1.3491078616010674,1.0,0.0,0.0,False
5519_1754,5519500.0,1754500.0,1.3491078616010674,1.3491078616010674,1.0,0.0,0.0,False
5519_1754,5519500.0,1754500.0,1.3491078616010674,1.3491078616010674,1.0,0.0,0.0,False
5519_1754,5519500.0,1754500.0,1.3491078616010674,1.3491078616010674,1.0,0.0,0.0,False
5519_1754,5519500.0,1754500.0,1.3491078616010674,1.3491078616010674,1.0,0.0,0.0,False
5519_1754,5519500.0,1754500.0,1.3491078616010674,1.3491078616010674,1.0,0.0,0.0,False
5519_1754,5519500.0,1754500.0,1.3491078616010674,1.3491078616010674,1.0,0.0,0.0,False
5519_1754,5519500.0,1754500.0,1.3491078616010674,1.3491078616010674,1.0,0.0,0.0,False
5519_1754,5519500.0,1754500.0,1.3491078616010674,1.3491078616010674,1.0,0.0,0.0,False
5519_1754,5519500.0,1754500.0,1.3491078616010674,1.3491078616010674,1.0,0.0,0.0,False
5519_1754,5519500.0,1754500.0,1.3491078616010674,1.3491078616010674,1.0,0.0,0.0,False
5519_1754,5519500.0,1754500.0,1.3491078616010674,1.3491078616010674,1.0,0.0,0.0,False
5519_1754,5519500.0,1754500.0,1.3491078616010674,1.3491078616010674,1.0,0.0,0.0,False
5519_1754,5519500.0,1754500.0,1.3491078616010674,1.3491078616010674,1.0,0.0,0.0,False
5519_1754,5519500.0,1754500.0,1.3491078616010674,1.3491078616010674,1.0,0.0,0.0,False
5519_1754,5519500.0,1754500.0,1.3491078616010674,1.3491078616010674,1.0,0.0,0.0,False
5519_1754,5519500.0,1754500.0,1.3491078616010674,1.3491078616010674,1.0,0.0,0.0,False
5519_1754,5519500.0,1754500.0,1.3491078616010674,1.3491078616010674,1.0,0.0,0.0,False
5519_1754,5519500.0,1754500.0,1.3491078616010674,1.3491078616010674,1.0,0.0,0.0,False
5519_1754,5519500.0,1754500.0,1.3491078616010674,1.3491078616010674,1.0,0.0,0.0,False
5519_1754,5519500.0,1754500.0,1.3491078616010674,1.3491078616010674,1.0,0.0,0.0,False
5519_1754,5519500.0,1754500.0,1.3491078616010674,1.3491078616010674,1.0,0.0,0.0,False
5519_1755,5519500.0,1755500.0,1.285085343514356,1.285085343514356,1.0,0.0,0.0,False
5519_1755,5519500.0,1755500.0,1.285085343514356,1.285085343514356,1.0,0.0,0.0,False
5519_1755,5519500.0,1755500.0,1.285085343514356,1.285085343514356,1.0,0.0,0.0,False
5519_1755,5519500.0,1755500.0,1.285085343514356,1.285085343514356,1.0,0.0,0.0,False
