density,gridID,lon_centroid,lat_centroid
0.027774172239541792,5519_1752,5519500.0,1752500.0
0.027774172239541792,5519_1752,5519500.0,1752500.0
0.027774172239541792,5519_1752,5519500.0,1752500.0
0.027774172239541792,5519_1752,5519500.0,1752500.0
0.027774172239541792,5519_1752,5519500.0,1752500.0
0.027774172239541792,5519_1752,5519500.0,1752500.0
0.2645352357455147,5519_1753,5519500.0,1753500.0
0.2645352357455147,5519_1753,5519500.0,1753500.0
0.2645352357455147,5519_1753,5519500.0,1753500.0
0.2645352357455147,5519_1753,5519500.0,1753500.0
1.3491078616010674,5519_1754,5519500.0,1754500.0
1.3491078616010674,5519_1754,5519500.0,1754500.0
1.3491078616010674,5519_1754,5519500.0,1754500.0
1.3491078616010674,5519_1754,5519500.0,1754500.0
1.3491078616010674,5519_1754,5519500.0,1754500.0
1.3491078616010674,5519_1754,5519500.0,1754500.0
1.285085343514356,5519_1755,5519500.0,1755500.0
1.285085343514356,5519_1755,5519500.0,1755500.0
1.285085343514356,5519_1755,5519500.0,1755500.0
1.285085343514356,5519_1755,5519500.0,1755500.0
3.961041319869351,5519_1756,5519500.0,1756500.0
3.961041319869351,5519_1756,5519500.0,1756500.0
3.961041319869351,5519_1756,5519500.0,1756500.0
3.961041319869351,5519_1756,5519500.0,1756500.0
3.961041319869351,5519_1756,5519500.0,1756500.0
3.961041319869351,5519_1756,5519500.0,1756500.0
3.144888137593729,5519_1757,5519500.0,1757500.0
3.144888137593729,5519_1757,5519500.0,1757500.0
3.144888137593729,5519_1757,5519500.0,1757500.0
3.144888137593729,5519_1757,5519500.0,1757500.0
0.17048844308784905,5519_1758,5519500.0,1758500.0
0.17048844308784905,5519_1758,5519500.0,1758500.0
0.17048844308784905,5519_1758,5519500.0,1758500.0
0.17048844308784905,5519_1758,5519500.0,1758500.0
0.17048844308784905,5519_1758,5519500.0,1758500.0
0.17048844308784905,5519_1758,5519500.0,1758500.0
0.11166824242329268,5520_1748,5520500.0,1748500.0
0.11166824242329268,5520_1748,5520500.0,1748500.0
0.11166824242329268,5520_1748,5520500.0,1748500.0
0.11166824242329268,5520_1748,5520500.0,1748500.0
0.11166824242329268,5520_1748,5520500.0,1748500.0
0.11166824242329268,5520_1748,5520500.0,1748500.0
0.11166824242329268,5520_1748,5520500.0,1748500.0
0.11166824242329268,5520_1748,5520500.0,1748500.0
0.11166824242329268,5520_1748,5520500.0,1748500.0
0.8099011625300524,5520_1749,5520500.0,1749500.0
0.8099011625300524,5520_1749,5520500.0,1749500.0
0.8099011625300524,5520_1749,5520500.0,1749500.0
0.8099011625300524,5520_1749,5520500.0,1749500.0
0.8099011625300524,5520_1749,5520500.0,1749500.0
0.8099011625300524,5520_1749,5520500.0,1749500.0
1.996204115620657,5520_1750,5520500.0,1750500.0
1.996204115620657,5520_1750,5520500.0,1750500.0
1.996204115620657,5520_1750,5520500.0,1750500.0
1.996204115620657,5520_1750,5520500.0,1750500.0
1.996204115620657,5520_1750,5520500.0,1750500.0
1.996204115620657,5520_1750,5520500.0,1750500.0
1.996204115620657,5520_1750,5520500.0,1750500.0
1.996204115620657,5520_1750,5520500.0,1750500.0
1.996204115620657,5520_1750,5520500.0,1750500.0
1.4120012898322791,5520_1751,5520500.0,1751500.0
1.4120012898322791,5520_1751,5520500.0,1751500.0
1.4120012898322791,5520_1751,5520500.0,1751500.0
1.4120012898322791,5520_1751,5520500.0,1751500.0
1.4120012898322791,5520_1751,5520500.0,1751500.0
1.4120012898322791,5520_1751,5520500.0,1751500.0
2.0755548212257064,5520_1752,5520500.0,1752500.0
2.0755548212257064,5520_1752,5520500.0,1752500.0
2.0755548212257064,5520_1752,5520500.0,1752500.0
2.0755548212257064,5520_1752,5520500.0,1752500.0
2.0755548212257064,5520_1752,5520500.0,1752500.0
2.0755548212257064,5520_1752,5520500.0,1752500.0
2.0755548212257064,5520_1752,5520500.0,1752500.0
2.0755548212257064,5520_1752,5520500.0,1752500.0
2.0755548212257064,5520_1752,5520500.0,1752500.0
1.063113385965914,5520_1753,5520500.0,1753500.0
1.063113385965914,5520_1753,5520500.0,1753500.0
1.063113385965914,5520_1753,5520500.0,1753500.0
1.063113385965914,5520_1753,5520500.0,1753500.0
1.063113385965914,5520_1753,5520500.0,1753500.0
1.063113385965914,5520_1753,5520500.0,1753500.0
2.3902136066430018,5520_1754,5520500.0,1754500.0
2.3902136066430018,5520_1754,5520500.0,1754500.0
2.3902136066430018,5520_1754,5520500.0,1754500.0
2.3902136066430018,5520_1754,5520500.0,1754500.0
2.3902136066430018,5520_1754,5520500.0,1754500.0
2.3902136066430018,5520_1754,5520500.0,1754500.0
2.3902136066430018,5520_1754,5520500.0,1754500.0
2.3902136066430018,5520_1754,5520500.0,1754500.0
2.3902136066430018,5520_1754,5520500.0,1754500.0
1.8666821817279216,5520_1755,5520500.0,1755500.0
1.8666821817279216,5520_1755,5520500.0,1755500.0
1.8666821817279216,5520_1755,5520500.0,1755500.0
1.8666821817279216,5520_1755,5520500.0,1755500.0
1.8666821817279216,5520_1755,5520500.0,1755500.0
1.8666821817279216,5520_1755,5520500.0,1755500.0
1.8666821817279216,5520_1755,5520500.0,1755500.0
0.20636067850495593,5520_1756,5520500.0,1756500.0
0.20636067850495593,5520_1756,5520500.0,1756500.0
0.20636067850495593,5520_1756,5520500.0,1756500.0
0.20636067850495593,5520_1756,5520500.0,1756500.0
0.20636067850495593,5520_1756,5520500.0,1756500.0
0.20636067850495593,5520_1756,5520500.0,1756500.0
0.20636067850495593,5520_1756,5520500.0,1756500.0
0.20636067850495593,5520_1756,5520500.0,1756500.0
1.4217127189264223,5520_1757,5520500.0,1757500.0
1.4217127189264223,5520_1757,5520500.0,1757500.0
1.4217127189264223,5520_1757,5520500.0,1757500.0
1.4217127189264223,5520_1757,5520500.0,1757500.0
1.4217127189264223,5520_1757,5520500.0,1757500.0
1.4217127189264223,5520_1757,5520500.0,1757500.0
1.4217127189264223,5520_1757,5520500.0,1757500.0
5.757479195748957,5520_1758,5520500.0,1758500.0
5.757479195748957,5520_1758,5520500.0,1758500.0
5.757479195748957,5520_1758,5520500.0,1758500.0
5.757479195748957,5520_1758,5520500.0,1758500.0
5.757479195748957,5520_1758,5520500.0,1758500.0
1.528335883059643,5521_1746,5521500.0,1746500.0
1.528335883059643,5521_1746,5521500.0,1746500.0
1.528335883059643,5521_1746,5521500.0,1746500.0
1.528335883059643,5521_1746,5521500.0,1746500.0
1.528335883059643,5521_1746,5521500.0,1746500.0
1.528335883059643,5521_1746,5521500.0,1746500.0
1.528335883059643,5521_1746,5521500.0,1746500.0
1.528335883059643,5521_1746,5521500.0,1746500.0
1.528335883059643,5521_1746,5521500.0,1746500.0
1.555140298892312,5521_1747,5521500.0,1747500.0
1.555140298892312,5521_1747,5521500.0,1747500.0
1.555140298892312,5521_1747,5521500.0,1747500.0
1.555140298892312,5521_1747,5521500.0,1747500.0
1.555140298892312,5521_1747,5521500.0,1747500.0
1.555140298892312,5521_1747,5521500.0,1747500.0
2.186641549705854,5521_1748,5521500.0,1748500.0
2.186641549705854,5521_1748,5521500.0,1748500.0
2.186641549705854,5521_1748,5521500.0,1748500.0
2.186641549705854,5521_1748,5521500.0,1748500.0
2.186641549705854,5521_1748,5521500.0,1748500.0
2.186641549705854,5521_1748,5521500.0,1748500.0
2.186641549705854,5521_1748,5521500.0,1748500.0
2.186641549705854,5521_1748,5521500.0,1748500.0
2.186641549705854,5521_1748,5521500.0,1748500.0
0.7058635052191755,5521_1749,5521500.0,1749500.0
0.7058635052191755,5521_1749,5521500.0,1749500.0
0.7058635052191755,5521_1749,5521500.0,1749500.0
0.7058635052191755,5521_1749,5521500.0,1749500.0
0.7058635052191755,5521_1749,5521500.0,1749500.0
0.7058635052191755,5521_1749,5521500.0,1749500.0
0.13115960231976576,5521_1750,5521500.0,1750500.0
0.13115960231976576,5521_1750,5521500.0,1750500.0
0.13115960231976576,5521_1750,5521500.0,1750500.0
0.13115960231976576,5521_1750,5521500.0,1750500.0
0.13115960231976576,5521_1750,5521500.0,1750500.0
0.13115960231976576,5521_1750,5521500.0,1750500.0
0.13115960231976576,5521_1750,5521500.0,1750500.0
0.13115960231976576,5521_1750,5521500.0,1750500.0
0.13115960231976576,5521_1750,5521500.0,1750500.0
0.6065890844622557,5521_1752,5521500.0,1752500.0
0.6065890844622557,5521_1752,5521500.0,1752500.0
0.6065890844622557,5521_1752,5521500.0,1752500.0
0.6065890844622557,5521_1752,5521500.0,1752500.0
0.6065890844622557,5521_1752,5521500.0,1752500.0
0.6065890844622557,5521_1752,5521500.0,1752500.0
0.6065890844622557,5521_1752,5521500.0,1752500.0
0.6065890844622557,5521_1752,5521500.0,1752500.0
0.6065890844622557,5521_1752,5521500.0,1752500.0
1.6521375837321108,5521_1753,5521500.0,1753500.0
1.6521375837321108,5521_1753,5521500.0,1753500.0
1.6521375837321108,5521_1753,5521500.0,1753500.0
1.6521375837321108,5521_1753,5521500.0,1753500.0
1.6521375837321108,5521_1753,5521500.0,1753500.0
1.6521375837321108,5521_1753,5521500.0,1753500.0
0.7192933359760963,5521_1754,5521500.0,1754500.0
0.7192933359760963,5521_1754,5521500.0,1754500.0
0.7192933359760963,5521_1754,5521500.0,1754500.0
0.7192933359760963,5521_1754,5521500.0,1754500.0
0.7192933359760963,5521_1754,5521500.0,1754500.0
0.7192933359760963,5521_1754,5521500.0,1754500.0
0.7192933359760963,5521_1754,5521500.0,1754500.0
0.7192933359760963,5521_1754,5521500.0,1754500.0
0.030368344062006686,5521_1755,5521500.0,1755500.0
0.030368344062006686,5521_1755,5521500.0,1755500.0
0.030368344062006686,5521_1755,5521500.0,1755500.0
0.030368344062006686,5521_1755,5521500.0,1755500.0
0.030368344062006686,5521_1755,5521500.0,1755500.0
0.030368344062006686,5521_1755,5521500.0,1755500.0
2.3547933636541813,5521_1758,5521500.0,1758500.0
2.3547933636541813,5521_1758,5521500.0,1758500.0
2.3547933636541813,5521_1758,5521500.0,1758500.0
2.3547933636541813,5521_1758,5521500.0,1758500.0
2.3547933636541813,5521_1758,5521500.0,1758500.0
2.3547933636541813,5521_1758,5521500.0,1758500.0
117.01047157374228,5521_1759,5521500.0,1759500.0
0.03842132837891836,5522_1743,5522500.0,1743500.0
0.03842132837891836,5522_1743,5522500.0,1743500.0
0.03842132837891836,5522_1743,5522500.0,1743500.0
0.03842132837891836,5522_1743,5522500.0,1743500.0
0.03842132837891836,5522_1743,5522500.0,1743500.0
0.03842132837891836,5522_1743,5522500.0,1743500.0
0.03842132837891836,5522_1743,5522500.0,1743500.0
0.03842132837891836,5522_1743,5522500.0,1743500.0
0.03842132837891836,5522_1743,5522500.0,1743500.0
1.3791279341621328,5522_1744,5522500.0,1744500.0
1.3791279341621328,5522_1744,5522500.0,1744500.0
1.3791279341621328,5522_1744,5522500.0,1744500.0
1.3791279341621328,5522_1744,5522500.0,1744500.0
1.3791279341621328,5522_1744,5522500.0,1744500.0
1.3791279341621328,5522_1744,5522500.0,1744500.0
1.3791279341621328,5522_1744,5522500.0,1744500.0
1.3791279341621328,5522_1744,5522500.0,1744500.0
1.3791279341621328,5522_1744,5522500.0,1744500.0
1.6355896357053825,5522_1745,5522500.0,1745500.0
1.6355896357053825,5522_1745,5522500.0,1745500.0
1.6355896357053825,5522_1745,5522500.0,1745500.0
1.6355896357053825,5522_1745,5522500.0,1745500.0
1.6355896357053825,5522_1745,5522500.0,1745500.0
1.6355896357053825,5522_1745,5522500.0,1745500.0
0.8780366061128533,5522_1746,5522500.0,1746500.0
0.8780366061128533,5522_1746,5522500.0,1746500.0
0.8780366061128533,5522_1746,5522500.0,1746500.0
0.8780366061128533,5522_1746,5522500.0,1746500.0
0.8780366061128533,5522_1746,5522500.0,1746500.0
0.8780366061128533,5522_1746,5522500.0,1746500.0
0.8780366061128533,5522_1746,5522500.0,1746500.0
0.8780366061128533,5522_1746,5522500.0,1746500.0
