TIMESTAMP,MMSI,LON,LAT,X,Y,HEADING,COURSE,SPEED,NAVIGATIONAL_STATUS,TYPE,STATION,CLASS
1426376223000,555532553,25.155617,37.537117,5660972.357983785,1739940.6696182317,39,13.7,0,0,30,-1,A
1426376463000,555532553,25.1564,37.53775,5661028.258523436,1740023.2055406743,187,0.1,0,0,30,-1,A
1426377091000,555532553,25.1551,37.5364,5660941.260650939,1739853.6693609806,234,6.9,0,0,30,-1,A
1426377376000,555532553,25.128567,37.52323,5658885.395735854,1737957.1766558697,238,22.5,0,0,30,-1,A
1426377695000,555532553,25.09285,37.504982,5656126.2094573295,1735348.8764085828,239,22.9,0,0,30,-1,A
1426377944000,555532553,25.06635,37.491383,5654078.864951551,1733407.9500043376,239,22.9,0,0,30,-1,A
1426378190000,555532553,25.037067,37.476418,5651813.977573043,1731270.7478263495,238,23.1,0,0,30,-1,A
1426378432000,555532553,25.010366,37.4632,5649739.354434883,1729369.1980943417,238,23.1,0,0,30,-1,A
1426378698000,555532553,24.97885,37.448017,5647281.128276983,1727171.1574913433,239,23.0,0,0,30,-1,A
1426378944000,555532553,24.950884,37.4351,5645087.870413948,1725281.9562462897,260,21.9,0,0,30,-1,A
1426379315000,555532553,24.94195,37.440117,5644211.940866336,1725672.7025365431,130,0.0,0,0,30,-1,A
1426380634000,555532553,24.941967,37.44015,5644212.793045486,1725676.584714322,130,0.0,0,0,30,-1,A
1426381850000,555532553,24.9436,37.43928,5644371.992695227,1725610.2673504907,144,6.3,0,0,30,-1,A
1426382098000,555532553,24.9576,37.444267,5645498.4562458955,1726394.9651574402,3,20.3,0,0,30,-1,A
1426382398000,555532553,24.957634,37.47475,5644917.1069969265,1729709.74207264,348,22.0,0,0,30,-1,A
1426382656000,555532553,24.944933,37.498634,5643351.431511529,1732086.6597706361,318,22.2,0,0,30,-1,A
1426382915000,555532553,24.917,37.512634,5640647.382882303,1733126.034058255,288,22.5,0,0,30,-1,A
1426383166000,555532553,24.885334,37.5203,5637739.526883356,1733413.368771886,268,22.6,0,0,30,-1,A
1426383431000,555532553,24.850317,37.52088,5634674.79129266,1732873.748320801,269,22.7,0,0,30,-1,A
1426383694000,555532553,24.815783,37.5215,5631651.163026263,1732348.1803786454,269,22.6,0,0,30,-1,A
1426383946000,555532553,24.7823,37.5213,5628734.509986184,1731752.7929996876,267,22.6,0,0,30,-1,A
1426384203000,555532553,24.7483,37.5211,5625772.456895608,1731149.86569954,269,22.7,0,0,30,-1,A
1426384457000,555532553,24.715084,37.521767,5622862.130136296,1730655.928560504,269,22.5,0,0,30,-1,A
1426384720000,555532553,24.68035,37.52215,5619824.48537113,1730106.5752050213,269,22.5,0,0,30,-1,A
1426384985000,555532553,24.645533,37.521717,5616794.660043491,1729468.4376371726,268,22.6,0,0,30,-1,A
1426385242000,555532553,24.611483,37.52133,5613830.566828473,1728849.6684632504,267,22.7,0,0,30,-1,A
1426385494000,555532553,24.578117,37.52017,5610940.304475883,1728159.6712442916,263,22.8,0,0,30,-1,A
1426385752000,555532553,24.544216,37.516933,5608041.7159876,1727235.9437622868,260,22.8,0,0,30,-1,A
1426386016000,555532553,24.509367,37.51295,5605073.679188874,1726216.3997342177,260,22.9,0,0,30,-1,A
1426386262000,555532553,24.476316,37.50985,5602245.587305317,1725324.4276396537,267,23.2,0,0,30,-1,A
1426386504000,555532553,24.4437,37.50923,5599409.007074509,1724710.8319373669,268,23.4,0,0,30,-1,A
1426386748000,555532553,24.409866,37.508717,5596463.761710495,1724089.7730816917,268,23.7,0,0,30,-1,A
1426386992000,555532553,24.376383,37.508434,5593544.607412936,1723500.901229535,268,23.8,0,0,30,-1,A
1426387240000,555532553,24.341633,37.50825,5590512.657841389,1722903.0485108641,268,23.9,0,0,30,-1,A
1426387485000,555532553,24.3079,37.508484,5587561.5715461,1722368.932270863,270,23.9,0,0,30,-1,A
1426387759000,555532553,24.274982,37.51145,5584631.408342254,1722146.9885448555,287,23.6,0,0,30,-1,A
1426388006000,555532553,24.240183,37.5239,5581363.630369646,1722927.7398780035,292,23.1,0,0,30,-1,A
1426388252000,555532553,24.210083,37.5354,5578524.401550047,1723683.9259884914,290,22.7,0,0,30,-1,A
1426388502000,555532553,24.180166,37.545883,5575720.2962767985,1724333.5718007686,293,22.2,0,0,30,-1,A
1426388754000,555532553,24.15055,37.556316,5572943.945496384,1724983.857377611,293,22.1,0,0,30,-1,A
1426389004000,555532553,24.121267,37.56682,5570195.940059092,1725648.4472943633,293,22.4,0,0,30,-1,A
1426389252000,555532553,24.091084,37.578033,5567357.067656338,1726376.672980388,292,22.5,0,0,30,-1,A
1426389517000,555532553,24.06005,37.589966,5564431.504155131,1727170.642260255,292,22.4,0,0,30,-1,A
1426389762000,555532553,24.031317,37.60132,5561717.9519582195,1727940.1610525358,293,22.4,0,0,30,-1,A
1426390014000,555532553,24.001783,37.6131,5558927.414836736,1728744.1799815102,291,22.3,0,0,30,-1,A
1426390302000,555532553,23.968018,37.625767,5555752.271111252,1729577.579480783,291,22.2,0,0,30,-1,A
1426390555000,555532553,23.93785,37.636482,5552926.832530931,1730257.8109430522,290,22.4,0,0,30,-1,A
1426390855000,555532553,23.90205,37.649933,5549561.530952182,1731146.690556932,293,22.6,0,0,30,-1,A
1426391118000,555532553,23.870832,37.66235,5546615.412406597,1731998.065014156,292,22.8,0,0,30,-1,A
1426391424000,555532553,23.837633,37.67547,5543484.648640057,1732895.6067900457,293,23.1,0,0,30,-1,A
1426391702000,555532553,23.8018,37.68945,5540109.615849746,1733846.2583406812,292,23.0,0,0,30,-1,A
1426391982000,555532553,23.767017,37.70295,5536835.619465126,1734762.9864644567,293,22.9,0,0,30,-1,A
1426392238000,555532553,23.742367,37.72072,5534370.910304178,1736307.455530862,327,22.8,0,0,30,-1,A
1426392487000,555532553,23.726767,37.744232,5532594.881121813,1738622.0216424551,328,22.9,0,0,30,-1,A
1426392738000,555532553,23.711483,37.767784,5530846.44286147,1740946.415548238,329,22.9,0,0,30,-1,A
1426392985000,555532553,23.696632,37.791134,5529140.037011263,1743256.0934592115,328,22.8,0,0,30,-1,A
1426393236000,555532553,23.679934,37.814034,5527281.36246983,1745487.9842450381,328,22.7,0,0,30,-1,A
1426393482000,555532553,23.66495,37.836967,5525572.175634954,1747751.0099374922,329,22.8,0,0,30,-1,A
1426393729000,555532553,23.650682,37.860485,5523915.739242049,1750089.5088594863,330,22.9,0,0,30,-1,A
1426393974000,555532553,23.636517,37.88415,5522266.365755151,1752446.0583306605,329,23.0,0,0,30,-1,A
1426394216000,555532553,23.623583,37.906734,5520743.7813616,1754704.5138687824,333,20.4,0,0,30,-1,A
1426394464000,555532553,23.61405,37.927235,5519554.2180804685,1756789.6220679004,341,19.0,0,0,30,-1,A
1426394716000,555532553,23.62565,37.9393,5520351.149314057,1758287.011738952,63,11.7,0,0,30,-1,A
1426394974000,555532553,23.638533,37.94695,5521336.928093016,1759323.411170297,20,11.6,0,0,30,-1,A
1426395224000,555532553,23.641233,37.947918,5521554.671622865,1759471.3874844569,190,1.0,0,0,30,-1,A
1426395415000,555532553,23.641317,37.947918,5521561.975921786,1759472.7084234527,184,0.0,0,0,30,-1,A
1426396706000,555532553,23.6413,37.947968,5521559.617405626,1759477.8915782801,185,0.0,0,0,30,-1,A
1426397995000,555532553,23.641333,37.947968,5521562.486949193,1759478.4105198835,184,0.0,0,0,30,-1,A
1426399286000,555532553,23.6414,37.947884,5521569.79184761,1759470.3073135742,183,0.0,0,0,30,-1,A
1426400664000,555532553,23.641317,37.947884,5521562.574502609,1759469.0020916043,184,0.0,0,0,30,-1,A
1426401965000,555532553,23.6414,37.947933,5521568.929181701,1759475.6487911523,184,0.0,0,0,30,-1,A
1426403284000,555532553,23.641367,37.947933,5521566.059637162,1759475.1298468127,184,0.0,0,0,30,-1,A
1426404494000,555532553,23.6414,37.947933,5521568.929181701,1759475.6487911523,184,0.0,0,0,30,-1,A
1426405814000,555532553,23.641384,37.9479,5521568.1188658755,1759471.7998598656,184,0.0,0,0,30,-1,A
1426407145000,555532553,23.6414,37.947884,5521569.79184761,1759470.3073135742,184,0.0,0,0,30,-1,A
1426408465000,555532553,23.641384,37.947933,5521567.53788741,1759475.3971816194,184,0.0,0,0,30,-1,A
1426409844000,555532553,23.641384,37.9479,5521568.1188658755,1759471.7998598656,184,0.0,0,0,30,-1,A
1426411075000,555532553,23.64125,37.9477,5521559.987809836,1759447.8906884661,184,0.0,0,0,30,-1,A
1426412295000,555532553,23.641333,37.94787,5521564.212272819,1759467.727563474,184,0.0,0,0,30,-1,A
1426413594000,555532553,23.641384,37.947933,5521567.53788741,1759475.3971816194,184,0.0,0,0,30,-1,A
1426414895000,555532553,23.64135,37.9479,5521565.162363871,1759471.2651903883,184,0.0,0,0,30,-1,A
1426416234000,555532553,23.641384,37.9479,5521568.1188658755,1759471.7998598656,184,0.0,0,0,30,-1,A
1426417615000,555532553,23.641367,37.94795,5521565.760345496,1759476.9830126585,184,0.1,0,0,30,-1,A
1426418874000,555532553,23.6414,37.947918,5521569.193263161,1759474.0136449316,184,0.0,0,0,30,-1,A
1426420196000,555532553,23.641333,37.9479,5521563.684112768,1759470.9978561467,184,0.0,0,0,30,-1,A
1426421584000,555532553,23.64135,37.94785,5521566.042631596,1759465.814702799,184,0.0,0,0,30,-1,A
1426422885000,555532553,23.64135,37.9478,5521566.922898731,1759460.3642154601,184,0.0,0,0,30,-1,A
1426424124000,555532553,23.6415,37.94787,5521578.733919543,1759470.3537444912,184,0.0,0,0,30,-1,A
1426425424000,555532553,23.6413,37.94795,5521559.934301211,1759475.929402433,184,0.0,0,0,30,-1,A
1426426725000,555532553,23.641567,37.947884,5521584.313488735,1759472.933507015,184,0.0,0,0,30,-1,A
1426428034000,555532553,23.641333,37.947968,5521562.486949193,1759478.4105198835,184,0.0,0,0,30,-1,A
1426429335000,555532553,23.641417,37.9479,5521570.988411684,1759472.3188050378,184,0.0,0,0,30,-1,A
1426430615000,555532553,23.64135,37.947884,5521565.444049608,1759469.5210343325,184,0.0,0,0,30,-1,A
1426431924000,555532553,23.641367,37.94787,5521567.16877627,1759468.2622324657,184,0.0,0,0,30,-1,A
1426433135000,555532553,23.641367,37.947918,5521566.323717987,1759473.4947005059,184,0.0,0,0,30,-1,A
1426434444000,555532553,23.641333,37.947918,5521563.367216634,1759472.9600317976,183,0.0,0,0,30,-1,A
1426435655000,555532553,23.64135,37.9479,5521565.162363871,1759471.2651903883,183,0.0,0,0,30,-1,A
1426436529000,555532553,23.640217,37.947567,5521472.503216165,1759417.1485662584,221,3.6,0,0,30,-1,A
1426436820000,555532553,23.627016,37.939583,5520464.974444814,1758339.3215842324,246,11.0,0,0,30,-1,A
1426437110000,555532553,23.612617,37.923817,5519489.593705329,1756394.5236400082,178,21.2,0,0,30,-1,A
1426437362000,555532553,23.61515,37.89785,5520166.004041027,1753603.6108343843,175,22.4,0,0,30,-1,A
1426437613000,555532553,23.618032,37.8721,5520868.995819479,1750841.9347432547,176,22.5,0,0,30,-1,A
1426437800000,555532553,23.620266,37.852184,5521413.168742021,1748706.101114547,175,22.6,0,0,30,-1,A
1426438076000,555532553,23.62415,37.823383,5522257.064433733,1745627.8060998686,165,22.3,0,0,30,-1,A
1426438265000,555532553,23.633533,37.805683,5523385.376707481,1743846.1713184323,157,22.4,0,0,30,-1,A
1426438448000,555532553,23.643284,37.788185,5524542.546280775,1742092.5418707097,156,22.5,0,0,30,-1,A
1426438704000,555532553,23.65745,37.7643,5526197.262872136,1739712.6369963605,156,22.6,0,0,30,-1,A
1426438978000,555532553,23.6627,37.75525,5526814.167969986,1738809.1455786356,156,22.6,0,0,30,-1,A
1426439168000,555532553,23.6664,37.748833,5527249.681136518,1738168.1931879346,155,22.7,0,0,30,-1,A
