TIMESTAMP,MMSI,LON,LAT,X,Y,HEADING,COURSE,SPEED,NAVIGATIONAL_STATUS,TYPE,STATION,CLASS
1425756386000,555532555,24.670284,37.55308,5618364.037609697,1733300.2420704463,68,21.9,0,0,30,-1,A
1425756632000,555532555,24.700483,37.5602,5620863.3688212335,1734588.004111081,72,22.2,0,0,30,-1,A
1425756895000,555532555,24.734066,37.564217,5623715.60685587,1735596.8988192019,79,22.1,0,0,30,-1,A
1425757148000,555532555,24.76655,37.564583,5626540.608446031,1736191.1487272764,89,22.0,0,0,30,-1,A
1425757418000,555532555,24.800516,37.558716,5629612.8877942115,1736134.0728844039,109,22.0,0,0,30,-1,A
1425757671000,555532555,24.829683,37.547882,5632361.547758454,1735455.8418513718,114,21.9,0,0,30,-1,A
1425757915000,555532555,24.857983,37.53768,5635023.131200925,1734832.5381018722,120,21.5,0,0,30,-1,A
1425758164000,555532555,24.8852,37.52667,5637606.220572368,1734103.7489480982,113,21.4,0,0,30,-1,A
1425758464000,555532555,24.920218,37.514366,5640894.859683444,1733369.9420366047,111,21.9,0,0,30,-1,A
1425758726000,555532555,24.946983,37.499935,5643505.285361332,1732263.591618773,138,21.2,0,0,30,-1,A
1425758984000,555532555,24.960266,37.4772,5645099.742985646,1730021.714077667,169,21.3,0,0,30,-1,A
1425759230000,555532555,24.9652,37.452717,5645999.744954561,1727445.383257846,175,21.8,0,0,30,-1,A
1425759476000,555532555,24.949368,37.434933,5644958.731644126,1725237.5392787815,267,18.8,0,0,30,-1,A
1425759724000,555532555,24.942284,37.440018,5644242.990731005,1725667.7211344172,120,1.2,0,0,30,-1,A
1425759907000,555532555,24.942034,37.440132,5644218.986010873,1725675.7875881454,126,0.1,0,0,30,-1,A
1425761047000,555532555,24.942383,37.440266,5644246.884629011,1725696.3984670604,90,1.0,0,0,30,-1,A
1425761312000,555532555,24.956882,37.4364,5645586.541795779,1725527.217122229,59,16.4,0,0,30,-1,A
1425761601000,555532555,24.987484,37.44775,5648039.733668343,1727291.9977169982,57,21.0,0,0,30,-1,A
1425761793000,555532555,25.008034,37.45627,5649669.188623451,1728575.2753079499,59,20.6,0,0,30,-1,A
1425762080000,555532555,25.038567,37.468666,5652094.226663,1730454.162562345,60,20.6,0,0,30,-1,A
1425762332000,555532555,25.06525,37.480133,5654200.221118439,1732165.8325288405,54,20.6,0,0,30,-1,A
1425762597000,555532555,25.092867,37.492634,5656366.6414133655,1734006.936360863,54,20.8,0,0,30,-1,A
1425762866000,555532555,25.1207,37.506016,5658533.689229034,1735948.344043168,49,20.7,0,0,30,-1,A
1425763167000,555532555,25.146334,37.525818,5660383.215737045,1738549.771053538,34,20.9,0,0,30,-1,A
1425763526000,555532555,25.155567,37.5366,5660978.053600616,1739883.5986219577,206,3.1,0,0,30,-1,A
1425764401000,555532555,25.156134,37.537285,5661014.127942377,1739967.997919688,212,3.1,0,0,30,-1,A
1425764657000,555532555,25.161566,37.521366,5661796.884371778,1738333.0450787426,123,20.4,0,0,30,-1,A
1425764913000,555532555,25.19095,37.508,5664617.358619307,1737396.5407761903,118,22.5,0,0,30,-1,A
1425765184000,555532555,25.22125,37.4943,5667524.909170261,1736441.0416157348,119,22.0,0,0,30,-1,A
1425765447000,555532555,25.249666,37.479683,5670286.948290518,1735353.8561840914,118,21.9,0,0,30,-1,A
1425765711000,555532555,25.2783,37.465935,5673051.768958354,1734366.0645673757,106,21.5,0,0,30,-1,A
1425765968000,555532555,25.3083,37.46065,5675770.416857171,1734323.1565109864,78,19.2,0,0,30,-1,A
1425766282000,555532555,25.32435,37.46303,5677122.704458644,1734866.4583015116,205,1.2,0,0,30,-1,A
1425766481000,555532555,25.324217,37.463116,5677109.4232230745,1734873.442038422,209,0.0,0,0,30,-1,A
1425767772000,555532555,25.3244,37.4632,5677123.724227389,1734885.8166843131,207,0.0,0,0,30,-1,A
1425769093000,555532555,25.324484,37.4632,5677131.045765062,1734887.307488203,205,0.0,0,0,30,-1,A
1425769841000,555532555,25.324368,37.4631,5677122.89877308,1734874.383465055,212,1.1,0,0,30,-1,A
1425770121000,555532555,25.313217,37.464718,5676119.19671252,1734852.3556008611,288,15.9,0,0,30,-1,A
1425770371000,555532555,25.2859,37.4716,5673603.276766358,1735116.1366863193,289,20.9,0,0,30,-1,A
1425770630000,555532555,25.2542,37.47888,5670697.827615089,1735346.671071269,289,22.7,0,0,30,-1,A
1425770894000,555532555,25.221134,37.48778,5667642.02367701,1735730.4329728996,293,22.5,0,0,30,-1,A
1425771172000,555532555,25.206833,37.4927,5666299.656253057,1736013.2051233638,294,22.3,0,0,30,-1,A
1425771421000,555532555,25.165434,37.515266,5662252.53764162,1737737.931910983,313,20.9,0,0,30,-1,A
1425771684000,555532555,25.153717,37.53395,5660868.409088515,1739563.1171041534,358,14.0,0,0,30,-1,A
1425771909000,555532555,25.15535,37.53655,5660960.12245872,1739874.3579856958,208,3.0,0,0,30,-1,A
1425772098000,555532555,25.156334,37.537716,5661023.170324089,1740018.3523545035,188,0.6,0,0,30,-1,A
1425772289000,555532555,25.15645,37.537766,5661032.302928511,1740025.8216249922,189,0.0,0,0,30,-1,A
1425772654000,555532555,25.156166,37.537266,5661017.284877276,1739966.4940393372,217,3.1,0,0,30,-1,A
1425772944000,555532555,25.133234,37.5246,5659265.463287717,1738187.8251661493,238,21.5,0,0,30,-1,A
1425773226000,555532555,25.102917,37.50828,5656939.846468644,1735883.3291586908,239,22.7,0,0,30,-1,A
1425773412000,555532555,25.082384,37.497166,5655365.045668133,1734316.4419579385,238,22.6,0,0,30,-1,A
1425773665000,555532555,25.05505,37.48275,5653260.194776479,1732272.4253253527,239,22.8,0,0,30,-1,A
1425773976000,555532555,25.019667,37.46467,5650522.489088801,1729690.7629134303,238,22.7,0,0,30,-1,A
1425774165000,555532555,25.005583,37.45775,5649426.874574337,1728693.5639783402,240,22.6,0,0,30,-1,A
1425774348000,555532555,24.97765,37.444584,5647242.285950092,1726777.1080139996,239,22.5,0,0,30,-1,A
1425774540000,555532555,24.954983,37.435966,5645429.092275728,1725447.1252543284,252,22.2,0,0,30,-1,A
1425774849000,555532555,24.942083,37.4402,5644221.961408537,1725684.0290727832,117,1.1,0,0,30,-1,A
1425775035000,555532555,24.942017,37.4401,5644218.11469063,1725672.0141329886,128,0.0,0,0,30,-1,A
1425776349000,555532555,24.94195,37.440117,5644211.940866336,1725672.7025365431,129,0.0,0,0,30,-1,A
1425776532000,555532555,24.9424,37.440132,5644250.933860535,1725682.1238345215,82,1.4,0,0,30,-1,A
