TIMESTAMP,MMSI,LON,LAT,X,Y,HEADING,COURSE,SPEED,NAVIGATIONAL_STATUS,TYPE,STATION,CLASS
1426027785000,555532554,25.324434,37.463234,5677126.020044528,1734890.1143044217,207,0.1,0,0,30,-1,A
1426028709000,555532554,25.322767,37.46235,5676998.079341751,1734764.4811111377,279,2.3,0,0,30,-1,A
1426028982000,555532554,25.299217,37.46747,5674844.945820557,1734903.2130058382,289,20.3,0,0,30,-1,A
1426029242000,555532554,25.26795,37.47525,5671967.280843691,1735195.2030049758,289,22.1,0,0,30,-1,A
1426029502000,555532554,25.236233,37.483166,5669048.087901682,1735495.257273849,289,22.2,0,0,30,-1,A
1426029825000,555532554,25.196484,37.49395,5665373.331330063,1735966.9055794538,295,22.0,0,0,30,-1,A
1426030146000,555532554,25.166117,37.51385,5662339.591172858,1737596.0193974636,318,20.9,0,0,30,-1,A
1426030440000,555532554,25.153967,37.535618,5660857.7641227655,1739748.8008672646,6,11.5,0,0,30,-1,A
1426030880000,555532554,25.155684,37.536682,5660986.651443199,1739894.5635156005,202,4.4,0,0,30,-1,A
1426031268000,555532554,25.1564,37.53775,5661028.258523436,1740023.2055406743,190,0.1,0,0,30,-1,A
1426031708000,555532554,25.154934,37.536415,5660926.508479393,1739852.3883182334,239,7.2,0,0,30,-1,A
1426031998000,555532554,25.1295,37.522617,5658978.587905567,1737906.8840388677,239,21.3,0,0,30,-1,A
1426032377000,555532554,25.088867,37.500217,5655871.206943295,1734761.3250630721,238,22.6,0,0,30,-1,A
1426032706000,555532554,25.05275,37.480915,5653095.0278885495,1732032.8533898753,239,22.6,0,0,30,-1,A
1426032923000,555532554,25.028734,37.46845,5651240.659850345,1730259.4688483477,239,22.9,0,0,30,-1,A
1426033181000,555532554,24.9993,37.45415,5648947.869081698,1728193.0055591941,241,22.6,0,0,30,-1,A
1426033523000,555532554,24.96015,37.437317,5645854.229735991,1725683.552882535,249,22.3,0,0,30,-1,A
1426033772000,555532554,24.94235,37.440468,5644240.13697396,1725717.7893030948,55,6.5,0,0,30,-1,A
1426033963000,555532554,24.942017,37.440117,5644217.789248453,1725673.8624326745,127,0.1,0,0,30,-1,A
1426035283000,555532554,24.94195,37.4401,5644212.26630706,1725670.8542366435,130,0.0,0,0,30,-1,A
1426035473000,555532554,24.942217,37.440266,5644232.394652557,1725693.524638715,96,0.8,0,0,30,-1,A
1426035738000,555532554,24.95625,37.436783,5645524.035704636,1725557.9049063888,34,16.8,0,0,30,-1,A
1426036218000,555532554,24.956316,37.483418,5644635.939844962,1730629.3363112875,336,21.9,0,0,30,-1,A
1426036470000,555532554,24.938484,37.504635,5642674.033625009,1732627.5786931417,312,21.8,0,0,30,-1,A
1426036722000,555532554,24.908417,37.514767,5639858.125921922,1733209.788541332,289,22.6,0,0,30,-1,A
1426037046000,555532554,24.866934,37.52065,5636128.303531064,1733134.5624574497,271,22.6,0,0,30,-1,A
1426037353000,555532554,24.827333,37.521515,5632658.223104885,1732547.9869759465,271,22.1,0,0,30,-1,A
1426037616000,555532554,24.79345,37.521935,5629695.017248537,1732012.7356262854,271,22.1,0,0,30,-1,A
1426037868000,555532554,24.760683,37.52205,5626834.682107555,1731464.7062815882,274,22.1,0,0,30,-1,A
1426038121000,555532554,24.7285,37.523533,5623999.188661606,1731076.6707228494,273,22.0,0,0,30,-1,A
1426038384000,555532554,24.695383,37.525135,5621079.828068296,1730686.8994986687,273,22.2,0,0,30,-1,A
1426038642000,555532554,24.6612,37.52693,5618063.689655226,1730301.3121122431,274,22.2,0,0,30,-1,A
1426038894000,555532554,24.6286,37.52875,5615185.07129606,1729946.6181561803,273,22.2,0,0,30,-1,A
1426039146000,555532554,24.595716,37.5307,5612279.122191219,1729602.5142468766,274,22.5,0,0,30,-1,A
1426039531000,555532554,24.545116,37.534,5607801.820049086,1729108.086681147,274,22.7,0,0,30,-1,A
1426039789000,555532554,24.511217,37.53645,5604797.721345053,1728804.5600779594,274,22.8,0,0,30,-1,A
1426039987000,555532554,24.484966,37.53855,5602467.562645722,1728592.5049491664,274,22.8,0,0,30,-1,A
1426040317000,555532554,24.441233,37.539417,5598634.317463918,1727954.6603274136,253,22.8,0,0,30,-1,A
1426040686000,555532554,24.393316,37.52925,5594639.216636359,1726048.429769791,258,23.2,0,0,30,-1,A
1426040992000,555532554,24.352716,37.522835,5591212.240710824,1724674.6141523474,258,23.3,0,0,30,-1,A
1426041240000,555532554,24.319633,37.517532,5588420.355236033,1723548.2517709124,257,23.3,0,0,30,-1,A
1426041490000,555532554,24.2858,37.514484,5585520.903854344,1722656.141597189,274,23.5,0,0,30,-1,A
1426041732000,555532554,24.255184,37.52285,5582693.247862386,1723060.9123637516,294,22.9,0,0,30,-1,A
1426041982000,555532554,24.2256,37.53415,5579902.592750177,1723803.2662048466,294,22.4,0,0,30,-1,A
1426042508000,555532554,24.16395,37.55845,5574075.445684394,1725435.7916543344,292,22.2,0,0,30,-1,A
1426042703000,555532554,24.140734,37.5664,5571903.588789957,1725921.102014819,292,22.0,0,0,30,-1,A
1426042956000,555532554,24.111032,37.5764,5569128.541187491,1726524.381845307,294,21.9,0,0,30,-1,A
1426043339000,555532554,24.065533,37.59223,5564869.359456282,1727506.4115742615,294,22.4,0,0,30,-1,A
1426043597000,555532554,24.03515,37.603783,5562008.202676032,1728270.6296410125,293,22.4,0,0,30,-1,A
1426043856000,555532554,24.00425,37.614765,5559112.830297113,1728965.48311101,292,22.6,0,0,30,-1,A
